time,flow_id,mission,src,dst,path,hop_count,traffic_demand,key_demand,security_req,priority,path_available,service_feasible,key_feasible,resource_feasible,secure_feasible,functional_score,q_path_raw,p_path_raw,q_path_norm,p_path_norm,q_share,trust_path,latency_path,risk_path,degradation_path,security_level,security_margin,service_deficit,key_deficit,qkd_edge_fraction,method,scenario,selection_score,selection_status,allocated,SCI,regime,secure_feasible_ratio,allocated_ratio
5,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.43173757352686276,0.10129362848665116,17.742046603472556,0.7471191575705183,0.7061863178121839,0.5140826689404564,0.8722334459146194,8.476205881651495,0.15322944879145567,0.6099852733341973,0.7005907377804841,0.24059073778048407,0.0,0.0,0.5,proposed_hybrid,nominal,0.43173757352686276,secure_allocated,True,0.3081288201299051,transition,0.6,0.6
5,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,True,0.07492259500956351,0.08188544019872786,9.695819634074319,0.603968699834135,0.3859225104401361,0.6101364408183726,0.8267127981579482,21.091757746148883,0.20451222513415593,0.9017907573052034,0.4677247302015841,0.027724730201584113,0.0,0.0,0.6666666666666666,proposed_hybrid,nominal,0.07492259500956351,secure_allocated,True,0.3081288201299051,transition,0.6,0.6
6,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> SAT_2 -> UAV_2 -> BS_2 -> BS_3 -> DC_1,5.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.5200967807785722,0.014496548501297848,5.146456099296936,0.10692330076217094,0.2048442867821813,0.3429583607595513,0.8600566248721018,56.51224748838403,0.21591365144432526,0.9703605140316925,0.12020020194303799,-0.459799798056962,0.26479198581472346,0.19463619437234173,0.6,proposed_hybrid,nominal,-0.5200967807785722,degraded_unallocated,False,0.0954278207418017,sparse,0.2,0.4
6,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.37636899598314105,0.016107276112553165,5.146456099296936,0.11880366751352325,0.2048442867821813,0.3670768374607953,0.81283660279746,36.61594442424852,0.25018544267774867,0.9055837100011441,0.11634599879986057,-0.40365400120013945,0.06428070921873896,0.09396571866888441,0.6666666666666666,proposed_hybrid,nominal,-0.37636899598314105,degraded_unallocated,False,0.0954278207418017,sparse,0.2,0.4
6,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> GW_1 -> BS_2 -> DC_1,3.0,6.0,0.03,0.48,0.88,True,True,True,True,False,-0.06850408081281291,0.024619082334801624,14.256724280436629,0.18158484723015095,0.5674601047262813,0.24242182896482925,0.8754487134782777,16.17079484902878,0.15323500121694214,0.7156719742527496,0.3278274300686307,-0.1521725699313693,0.0,0.0,0.3333333333333333,proposed_hybrid,nominal,-0.06850408081281291,best_effort_allocated,True,0.0954278207418017,sparse,0.2,0.4
6,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.4064650865271615,0.09186327603038238,18.25867208311282,0.677562986190508,0.7267495512039677,0.48248731542882933,0.8769953955912486,8.400320007338049,0.15451179818204397,0.5865347100127057,0.6726359274766396,0.21263592747663956,0.0,0.0,0.5,proposed_hybrid,nominal,0.4064650865271615,secure_allocated,True,0.0954278207418017,sparse,0.2,0.4
6,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> SAT_2 -> UAV_2 -> BS_2 -> BS_1,4.0,4.5,0.02,0.44,0.78,True,True,False,False,False,-0.6607759953806938,0.0,4.9155726386415965,0.0,0.19565443712346064,0.0,0.8073228263431655,64.30993872211255,0.3216214710990532,0.9762051127638574,0.0456555185010537,-0.3943444814989463,0.0,1.0,0.75,proposed_hybrid,nominal,-0.6607759953806938,degraded_unallocated,False,0.0954278207418017,sparse,0.2,0.4
7,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> GW_1 -> UAV_1 -> BS_2 -> DC_1,4.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.5446975592757706,0.017112627437051074,5.329854166130881,0.126218914117314,0.21214407628256438,0.37302813161731463,0.8462841556212941,56.00041289272062,0.25684053951811997,0.972275041208622,0.1310677513283614,-0.44893224867163856,0.23859226198130276,0.3915510244604063,0.75,proposed_hybrid,nominal,-0.5446975592757706,degraded_unallocated,False,0.21806404348253344,sparse,0.4,0.6
7,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,True,False,False,-0.32531929209476407,0.020091350799873994,5.467401517870938,0.14818931169035743,0.2176188707085421,0.40510113994323604,0.790998710045188,37.31658206479473,0.2542234102427811,0.8969756221745211,0.1334523294584819,-0.3865476705415181,0.00592699675073857,0.0,0.6666666666666666,proposed_hybrid,nominal,-0.32531929209476407,degraded_unallocated,False,0.21806404348253344,sparse,0.4,0.6
7,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,True,0.15832359445627045,0.045839650288579246,18.379098464386093,0.3381030121893972,0.7315428799928896,0.316088730542031,0.9008554706032453,14.469448126664496,0.1844917247733453,0.651927528127419,0.49333915623368274,0.013339156233682758,0.0,0.0,0.5,proposed_hybrid,nominal,0.15832359445627045,secure_allocated,True,0.21806404348253344,sparse,0.4,0.6
7,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.47834153781872824,0.10915646827780906,19.042077317660166,0.8051137059804017,0.7579314137198456,0.5150930679050405,0.8578842919689184,8.429628124923347,0.16295072745067737,0.5698655822764086,0.7526162186963135,0.29261621869631343,0.0,0.0,0.5,proposed_hybrid,nominal,0.47834153781872824,secure_allocated,True,0.21806404348253344,sparse,0.4,0.6
7,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,False,0.017944378671676503,0.07089662807329672,9.910092158848222,0.5229176783581422,0.39445119535796214,0.5700189894604688,0.8143339034559105,19.060667664526285,0.21265267574682645,0.8877561310078906,0.4242612197683615,-0.015738780231638494,0.0,0.0,0.6666666666666666,proposed_hybrid,nominal,0.017944378671676503,best_effort_allocated,True,0.21806404348253344,sparse,0.4,0.6
8,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> SAT_2 -> UAV_2 -> BS_2 -> BS_3 -> DC_1,5.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.5415860777612151,0.011530215935943212,5.422167194738495,0.0850442949410515,0.21581840987076173,0.2826681193145754,0.8483455166839938,55.62768078131524,0.21267227783083625,0.9655282883085927,0.11052866032989972,-0.46947133967010024,0.22540468646592934,0.3594324480031549,0.6,proposed_hybrid,nominal,-0.5415860777612151,degraded_unallocated,False,0.21688420713583678,sparse,0.4,0.6
8,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.4031461370809827,0.012811351039936901,5.422167194738495,0.09449366104561277,0.21581840987076173,0.30451171546941763,0.7891638816806865,35.958902231292186,0.25227373243860746,0.8965857309374567,0.10270585198668082,-0.4172941480133192,0.014151419138455523,0.2793615040035492,0.6666666666666666,proposed_hybrid,nominal,-0.4031461370809827,degraded_unallocated,False,0.21688420713583678,sparse,0.4,0.6
8,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,True,0.19928526156979176,0.051523606175537744,18.8987052512366,0.3800266000534853,0.7522247782945409,0.3356380105343307,0.8918963961316858,14.490104976825545,0.19049655601265908,0.6385141405882224,0.5237329874109312,0.043732987410931234,0.0,0.0,0.5,proposed_hybrid,nominal,0.19928526156979176,secure_allocated,True,0.21688420713583678,sparse,0.4,0.6
8,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.5373209956211863,0.12204975082262523,19.39624904869925,0.9002116754886336,0.7720285038811748,0.5383267825964346,0.869772156144189,7.879299346068883,0.15146626632510166,0.5638195154208986,0.8138791226169987,0.35387912261699866,0.0,0.0,0.5,proposed_hybrid,nominal,0.5373209956211863,secure_allocated,True,0.21688420713583678,sparse,0.4,0.6
8,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,False,0.0331455740591939,0.07049728983972058,10.717180983548605,0.5199722488270594,0.4265757353279435,0.5493353295673079,0.8095764085976088,18.428625039978197,0.2118221054593159,0.8850589201308238,0.4360506276439312,-0.003949372356068792,0.0,0.0,0.6666666666666666,proposed_hybrid,nominal,0.0331455740591939,best_effort_allocated,True,0.21688420713583678,sparse,0.4,0.6
9,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> GW_1 -> UAV_1 -> BS_2 -> DC_1,4.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.5373544488710573,0.020117166389776404,5.106342212427034,0.14837972170990388,0.20324763456415332,0.4219800281814741,0.8337872577953274,58.33042542733942,0.26157309133925805,0.9703126278191767,0.13650347920928813,-0.44349652079071183,0.2705225410818523,0.2847229728079501,0.75,proposed_hybrid,nominal,-0.5373544488710573,degraded_unallocated,False,0.3261962815828785,transition,0.6,0.6
9,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> SAT_1 -> GW_1 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,True,False,False,-0.3927753262196899,0.01788192567980125,5.106342212427034,0.131893085964359,0.20324763456415332,0.3935453911907972,0.8292634170694373,55.46077357000401,0.2765490714872077,0.9454057294821119,0.12644058458954266,-0.39355941541045736,0.07157414319508475,0.0,0.6666666666666666,proposed_hybrid,nominal,-0.3927753262196899,degraded_unallocated,False,0.3261962815828785,transition,0.6,0.6
9,F3,uav_control_and_data_return,UAV_1,DC_1,UAV_1 -> BS_2 -> DC_1,2.0,6.0,0.03,0.48,0.88,True,True,True,True,True,0.1485905123764764,0.0431051980548792,19.079419175088965,0.3179343038532354,0.7594177309067676,0.2951071642279492,0.8845840035592031,14.933797620662638,0.1977956090430411,0.6314478440491382,0.49121032681034954,0.011210326810349558,0.0,0.0,0.5,proposed_hybrid,nominal,0.1485905123764764,secure_allocated,True,0.3261962815828785,transition,0.6,0.6
9,F5,uav_to_local_edge_delivery,UAV_2,BS_3,UAV_2 -> BS_2 -> BS_3,2.0,4.0,0.02,0.46,0.82,True,True,True,True,True,0.4384780329749436,0.09626298958799274,19.57377521484953,0.7100142897505007,0.7790945742388327,0.47680482395918816,0.8436827929596674,7.968941382917237,0.1679216717360075,0.5309928948994027,0.7067106322213769,0.24671063222137685,0.0,0.0,0.5,proposed_hybrid,nominal,0.4384780329749436,secure_allocated,True,0.3261962815828785,transition,0.6,0.6
9,F4,gateway_to_edge_service_sync,GW_2,BS_1,GW_2 -> UAV_2 -> BS_2 -> BS_1,3.0,4.5,0.02,0.44,0.78,True,True,True,True,True,0.11824442493629674,0.0861330410580829,10.908299834222364,0.635298054139528,0.434182835029473,0.5940246904581548,0.8047900209042047,18.515684606168307,0.2150740910562777,0.8649817857223923,0.5018500101389284,0.06185001013892838,0.0,0.0,0.6666666666666666,proposed_hybrid,nominal,0.11824442493629674,secure_allocated,True,0.3261962815828785,transition,0.6,0.6
10,F1,satellite_telemetry_backhaul,SAT_1,DC_1,SAT_1 -> SAT_2 -> UAV_2 -> BS_2 -> BS_3 -> DC_1,5.0,7.0,0.05,0.58,1.0,True,False,False,False,False,-0.5169753281413789,0.01483786562750536,5.220053442936876,0.10944077957704182,0.20777368034468466,0.3450056457200804,0.8258582962222668,55.41004115144674,0.2229716997816961,0.9585236205002607,0.11537941009137981,-0.46462058990862015,0.25427807958044635,0.17567413180525765,0.6,proposed_hybrid,nominal,-0.5169753281413789,degraded_unallocated,False,0.3221631726345105,transition,0.6,0.6
10,F2,secure_satellite_access_delivery,SAT_2,BS_1,SAT_2 -> UAV_2 -> BS_2 -> BS_1,3.0,5.5,0.04,0.52,0.94,True,False,False,False,False,-0.37809422529860093,0.016486517363894844,5.220053442936876,0.12160086619671312,0.20777368034468466,0.3691871988093336,0.7635254376863864,37.042399945640234,0.2624491245162301,0.8797280452908822,0.10835422885430532,-0.41164577114569467,0.05089937401147715,0.07263339828091483,0.6666666666666666,proposed_hybrid,nominal,-0.37809422529860093,degraded_unallocated,False,0.3221631726345105,transition,0.6,0.6
